# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 331K of event 'cycles'
# Event count (approx.): 21195403568036
#
# Children      Self  Command          Shared Object              Symbol                                          
# ........  ........  ...............  .........................  ................................................
#
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] ext4_da_write_end
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] ext4_dirty_inode
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] generic_write_end
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] jbd2_journal_stop
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] psi_memstall_leave
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] count_shadow_nodes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] do_shrink_slab
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] shrink_slab
     0.00%     0.00%  top              [kernel.kallsyms]          [k] lockref_get
     0.00%     0.00%  top              [kernel.kallsyms]          [k] __x64_sys_openat
     0.00%     0.00%  top              [kernel.kallsyms]          [k] do_dentry_open
     0.00%     0.00%  top              [kernel.kallsyms]          [k] do_filp_open
     0.00%     0.00%  top              [kernel.kallsyms]          [k] do_sys_openat2
     0.00%     0.00%  top              [kernel.kallsyms]          [k] path_get
     0.00%     0.00%  top              [kernel.kallsyms]          [k] path_openat
     0.00%     0.00%  top              [kernel.kallsyms]          [k] vfs_open
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] update_numa_stats
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] task_numa_migrate.isra.0
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] vm_mmap_pgoff
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] elf_map
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] vm_mmap
     0.00%     0.00%  systemd-logind   bpf_prog_8b9c33f36f812014  [k] bpf_prog_8b9c33f36f812014
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] __cgroup_bpf_check_dev_permission
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] __x64_sys_openat
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] devcgroup_check_permission
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] do_filp_open
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] do_sys_openat2
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] inode_permission
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] inode_permission.part.0
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] may_open
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] path_openat
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __pte_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __run_timers.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] run_timer_softirq
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_read_unlock_strict
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] prepare_to_wait_event
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] copy_user_enhanced_fast_string
     0.00%     0.00%  migration/5      [kernel.kallsyms]          [k] smpboot_thread_fn
     0.00%     0.00%  migration/5      [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  migration/5      [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __pagevec_lru_add
     0.00%     0.00%  top              [kernel.kallsyms]          [k] do_set_pte
     0.00%     0.00%  top              [kernel.kallsyms]          [k] __handle_mm_fault
     0.00%     0.00%  top              [kernel.kallsyms]          [k] asm_exc_page_fault
     0.00%     0.00%  top              [kernel.kallsyms]          [k] do_user_addr_fault
     0.00%     0.00%  top              [kernel.kallsyms]          [k] exc_page_fault
     0.00%     0.00%  top              [kernel.kallsyms]          [k] filemap_map_pages
     0.00%     0.00%  top              [kernel.kallsyms]          [k] handle_mm_fault
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] balance_dirty_pages
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] balance_dirty_pages_ratelimited
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] cgroup_rstat_flush_locked
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] mem_cgroup_wb_stats
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] unmap_page_range
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] __x64_sys_exit_group
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] do_exit
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] do_group_exit
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] exit_mmap
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] mmput
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] unmap_single_vma
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] unmap_vmas
     0.00%     0.00%  memtier_benchma  libc.so.6                  [.] 0x00000000000a6bc9
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] _swap_info_get
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] free_swap_cache
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] page_swapcount
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] try_to_free_swap
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] task_tick_idle
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] up_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] cpufreq_driver_fast_switch
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] intel_cpufreq_fast_switch
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] _find_first_bit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] deactivate_slab
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] blkcg_rstat_flush
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] __next_timer_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __x64_sys_clock_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] common_nsleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] do_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] hrtimer_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] hrtimer_wakeup
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] get_nohz_timer_target
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] hrtimer_start_range_ns
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] rmqueue_bulk
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] __alloc_pages
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] alloc_pages_vma
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] get_page_from_freelist
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] flush_tlb_batched_pending
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] _raw_spin_lock_irqsave
     0.00%     0.00%  memtier_benchma  libc.so.6                  [.] 0x00000000000a5b1f
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1      [.] evbuffer_search_range
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] check_preempt_wakeup
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] memcpy_erms
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] arch_show_interrupts
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] invalidate_user_asid
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] update_min_vruntime
     0.00%     0.00%  migration/41     [kernel.kallsyms]          [k] rcu_dynticks_inc
     0.00%     0.00%  migration/41     [kernel.kallsyms]          [k] cpu_stopper_thread
     0.00%     0.00%  migration/41     [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  migration/41     [kernel.kallsyms]          [k] multi_cpu_stop
     0.00%     0.00%  migration/41     [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  migration/41     [kernel.kallsyms]          [k] smpboot_thread_fn
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] __msecs_to_jiffies
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] raw_spin_rq_unlock
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] mod_objcg_state
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __alloc_file
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] alloc_empty_file
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] kmem_cache_alloc
     0.00%     0.00%  memtier_benchma  libc.so.6                  [.] malloc
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_irq_enter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rcu_qs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] swap_cgroup_record
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] psi_memstall_enter
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]          [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] __test_set_page_writeback
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] sysvec_reschedule_ipi
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] free_unref_page_list
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __dentry_kill
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __pagevec_release
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_rename
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] dentry_unlink_inode
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_renameat2
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] dput
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] evict
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] iput
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] iput.part.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] release_pages
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] shmem_evict_inode
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] shmem_undo_range
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] native_set_pte
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __ptep_modify_prot_commit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] cpuacct_account_field
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] do_brk_flags
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_readlinkat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_readlinkat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] native_flush_tlb_one_user
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] flush_tlb_func
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] flush_tlb_mm_range
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] ptep_clear_flush
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] mem_cgroup_swapin_charge_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] lock_page_memcg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] page_remove_rmap
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] __radix_tree_lookup
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] __queue_work
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] bit_cursor
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] drm_fb_helper_damage.isra.0
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] drm_fbdev_fb_imageblit
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] fb_flashcursor
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] idr_find
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] queue_work_on
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] radix_tree_lookup
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] soft_cursor
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] pmd_pfn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] raise_softirq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  migration/26     [kernel.kallsyms]          [k] rcu_dynticks_inc
     0.00%     0.00%  migration/26     [kernel.kallsyms]          [k] cpu_stopper_thread
     0.00%     0.00%  migration/26     [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  migration/26     [kernel.kallsyms]          [k] multi_cpu_stop
     0.00%     0.00%  migration/26     [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  migration/26     [kernel.kallsyms]          [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] clear_page_erms
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] isolate_lru_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] shrink_active_list
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] stop_one_cpu_nowait
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] alloc_misplaced_dst_page
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] native_write_msr
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] __perf_event_enable
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] __x64_sys_ioctl
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] _perf_event_enable
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] _perf_ioctl
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] ctx_resched
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] event_function
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] event_function_call
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] generic_exec_single
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] intel_pmu_enable_all
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] perf_event_for_each_child
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] perf_ioctl
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] remote_function
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] smp_call_function_single
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] x86_pmu_enable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] memcpy_erms
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] check_pte
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] page_vma_mapped_walk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] rmap_walk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] rmap_walk_anon
