# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 23811225081354
#
# Children      Self  Command          Shared Object          Symbol                                             
# ........  ........  ...............  .....................  ...................................................
#
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] nohz_balance_exit_idle
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] stop_two_cpus
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_get_debugreg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap_flush
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/42     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  top              [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  top              [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __fput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  top              [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  top              [kernel.kallsyms]      [k] single_release
     0.00%     0.00%  top              [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  top              [kernel.kallsyms]      [k] task_work_run
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] kvfree_call_rcu
     0.00%     0.00%  kworker/24:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kworker/24:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/24:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_accelerate
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mm_trace_rss_stat
     0.00%     0.00%  redis-server     redis-check-rdb        [.] siphash_nocase
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hugepage_vma_check
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] fold_diff
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] rcu_dynticks_inc
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __arch_override_mprotect_pkey
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] rcu_dynticks_inc
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  memtier_benchma  memtier_benchmark      [.] _ZN6client14create_requestE7timevalj
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __get_free_pages
     0.00%     0.00%  redis-server     redis-check-rdb        [.] ll2string
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  top              [kernel.kallsyms]      [k] num_to_str
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_put_decimal_ull
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_put_decimal_ull_width
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] get_futex_key
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] __x64_sys_futex
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] do_futex
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] arch_show_interrupts
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mntget
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] drain_zone_pages
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1  [.] evbuffer_read_setup_vecs_
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] kernel_init_free_pages.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_prev_task_fair
     0.00%     0.00%  top              [kernel.kallsyms]      [k] get_wchan
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] strlen
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/15     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  ksoftirqd/15     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1  [.] evbuffer_invoke_callbacks_
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] xas_set_mark
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] enqueue_timer
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] fput
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __x64_sys_epoll_pwait
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_epoll_pwait.part.0
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_charge
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] alloc_buffer_head
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] remove_wait_queue
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_hcd_is_primary_hcd
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_hcd_submit_urb
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_stor_Bulk_transport
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_stor_bulk_transfer_buf
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_stor_invoke_transport
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_stor_msg_common
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_stor_transparent_scsi_command
     0.00%     0.00%  usb-storage      [kernel.kallsyms]      [k] usb_submit_urb
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] 0x00000000001b4ac8
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __find_get_block
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] add_transaction_credits
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/2:1-mm_  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/2:1-mm_  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] credit_entropy_bits.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] handle_edge_irq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] handle_irq_event
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] xas_create
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] xas_store
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] filemap_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __x64_sys_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] ext4_file_read_iter
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] generic_file_read_iter
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] ksys_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] new_sync_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] vfs_read
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ima_file_mprotect
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] put_prev_task_stop
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_dentry_open
     0.00%     0.00%  top              [kernel.kallsyms]      [k] kmem_cache_alloc_trace
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_single_open
     0.00%     0.00%  top              [kernel.kallsyms]      [k] single_open
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vfs_open
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] attach_entity_load_avg
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] find_get_pages_range
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] pagevec_lookup_range
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] flush_tlb_batched_pending
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] add_mm_counter_fast
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] filemap_map_pages
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] desc_read
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] _prb_read_valid
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] console_unlock
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] desc_read_finalized_seq
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] prb_read_valid
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __pagevec_lru_add
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] lru_add_drain
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] lru_add_drain_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] release_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pmd_val
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] try_charge_memcg
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] arch_local_irq_enable
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] charge_memcg
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] rcu_dynticks_inc
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] put_prev_task_rt
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] __x64_sys_ppoll
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] do_sys_poll
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]      [k] strnlen
     0.00%     0.00%  migration/30     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  migration/30     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/30     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/30     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/30     [kernel.kallsyms]      [k] ret_from_fork
