# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 49246729955078
#
# Children      Self  Command          Shared Object          Symbol                                                   
# ........  ........  ...............  .....................  .........................................................
#
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]      [k] pick_next_entity
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] next_demotion_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __hrtimer_init
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_init_sleeper
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  redis-server     redis-check-rdb        [.] 0x0000000000055fed
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mem_cgroup_threshold
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] memcg_check_events
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_one_user
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] memcg_check_events
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25c0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] percpu_counter_add_batch
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_pcp_prepare
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pick_file
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vma_policy_mof
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] net_tx_action
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __swap_entry_free_locked
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_fd
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_unused_fd_flags
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_task_to_inode
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cputime_adjust
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpuacct_account_field
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pick_next_task_idle
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __delete_from_page_cache
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_cache_delete
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] obj_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_dump_owner
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_fast_timekeeper
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] strnlen
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] strscpy
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] wq_worker_running
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] perf_swevent_stop
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] sync_regs
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] calc_wheel_index
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_add_len
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] locks_remove_file
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mmu_shrink_count
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __fget_files
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __fdget_pos
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] disk_end_io_acct
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] __switch_to_xtra
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] __switch_to
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.00%     0.00%  top              [kernel.kallsyms]      [k] get_pid_task
     0.00%     0.00%  top              [kernel.kallsyms]      [k] pid_revalidate
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hugepage_vma_check
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  top              [kernel.kallsyms]      [k] security_file_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_get_group_desc
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blk_queue_enter
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] activate_task
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _swap_info_get
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] trigger_load_balance
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_not_mapped
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] new_slab
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] rb_erase
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] set_next_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] wb_timer_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] blk_stat_timer_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_queue_exit
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] ____sys_sendmsg
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] ___sys_sendmsg
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] __sys_sendmsg
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] __wake_up
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] __wake_up_common
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] __wake_up_common_lock
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] __wake_up_sync_key
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] __x64_sys_sendmsg
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] autoremove_wake_function
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] default_wake_function
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] ep_poll_callback
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] select_task_rq_fair
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] sock_def_readable
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] sock_sendmsg
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] unix_stream_sendmsg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vma_adjust_trans_huge
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] memcpy_erms
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __part_start_io_acct
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] disk_start_io_acct
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __mod_timer
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] i40e_service_timer
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] mod_timer
     0.00%     0.00%  top              [kernel.kallsyms]      [k] mntput_no_expire
     0.00%     0.00%  top              [kernel.kallsyms]      [k] mntput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] terminate_walk
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] wake_q_add
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] free_rb_tree_fname
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __fput
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] ext4_release_dir
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] task_work_run
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] activate_task
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] blk_rq_merge_ok
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] __submit_bio
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] __writeback_single_inode
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] blk_attempt_plug_merge
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] blk_mq_submit_bio
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] do_writepages
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] ext4_io_submit
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] ext4_writepages
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] submit_bio
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] submit_bio_noacct
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] wb_workfn
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] writeback_sb_inodes
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __free_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] free_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] free_unref_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] poll_freewait
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] kvm_check_and_clear_guest_paused
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25f4
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_swevent_start
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] unmap_page_range
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __x64_sys_execve
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] begin_new_exec
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] bprm_execve
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_execveat_common
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] exit_mmap
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] load_elf_binary
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] mmput
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] unmap_single_vma
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] unmap_vmas
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] __kmalloc
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] __x64_sys_execve
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] bprm_execve
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] do_execveat_common
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] load_elf_binary
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] load_elf_phdrs
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] lru_cache_add
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] page_cache_ra_unbounded
