# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 484K of event 'cycles'
# Event count (approx.): 18141146334815
#
# Children      Self  Command          Shared Object             Symbol                                                                
# ........  ........  ...............  ........................  ......................................................................
#
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000138fd
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] ghes_poll_func
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] clocksource_watchdog
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024ae8
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] sched_slice
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001bc68
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __pagevec_lru_add
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] lru_cache_add
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001eeb4
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000019331
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] harmonize_features
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] __dev_queue_xmit
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] __dev_xmit_skb
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] __ip_queue_xmit
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] __tcp_push_pending_frames
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] __tcp_transmit_skb
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] ip_finish_output2
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] ksys_write
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] new_sync_write
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sch_direct_xmit
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sock_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sock_write_iter
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] tcp_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] tcp_sendmsg_locked
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] tcp_write_xmit
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] validate_xmit_skb
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] validate_xmit_skb_list
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] vfs_write
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]         [k] bdi_dev_name
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]         [k] wb_workfn
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] lru_gen_scan_around
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] page_referenced_one
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000008700
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000132af
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000015b9d
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] fix_fullness_group
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __kmalloc_node
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_dentry_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] get_page_from_freelist
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] kmalloc_large_node
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] kvmalloc_node
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] rmqueue
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] rmqueue_bulk
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] single_open_size
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001faf8
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000014870
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] __switch_to_asm
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009e07
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x00000000000249d9
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x00000000000008b2
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cf62
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] recalc_sigpending
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] __x64_sys_rt_sigprocmask
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sigprocmask
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] cursor_timer_handler
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001399b
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000024c43
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f382
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009a08
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cf0a
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] timerqueue_add
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] enqueue_hrtimer
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010bba
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000139fa
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] __vma_adjust
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f906
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]         [k] _find_next_bit
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]         [k] cpumask_next
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000af39
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010b7b
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001eeb2
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __ext4_get_inode_loc
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __ext4_iget
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001b845
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000008707
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] asm_exc_page_fault
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] smp_call_function_many_cond
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] __alloc_pages
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] arch_tlbbatch_flush
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] do_try_to_free_pages
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] evict_pages
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] lru_gen_shrink_lruvec
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] on_each_cpu_cond_mask
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] shrink_node
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] shrink_node_memcgs
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] shrink_page_list
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] shrink_zones
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] try_to_free_pages
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] try_to_unmap_flush_dirty
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000ae96
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] queued_write_lock_slowpath
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] cpuacct_charge
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] dequeue_entity
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] update_curr
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d051
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000196eb
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f9a3
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024a56
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d9e4
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] mem_cgroup_update_tree
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009de0
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001c4bc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001bb7f
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001f237
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000024bbe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] credit_entropy_bits.constprop.0
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] memset
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] lzogeneric1x_1_compress
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] lzorle_compress
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] fix_fullness_group
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] swap_range_free
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] zram_free_page
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] zram_slot_free_notify
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] zs_free
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ec6e
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d056
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x00000000000008b0
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] mem_cgroup_from_task
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024b81
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000098cb
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] read_tsc
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] ext4_read_bh_lock
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] filename_lookup
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] ktime_get
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] path_lookupat
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] submit_bh_wbc
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] submit_bio
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] submit_bio_checks
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] submit_bio_noacct
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000133fa
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009a44
     0.00%     0.00%  systemd-journal  libsystemd-shared-239.so  [.] safe_close
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] up_write
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010560
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b396
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000863b
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] update_sg_lb_stats
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] find_busiest_group
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] load_balance
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] newidle_balance
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] pick_next_task_fair
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d058
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f781
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001482f
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013a24
     0.00%     0.00%  top              libprocps.so.7.1.0        [.] 0x0000000000008c43
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] __switch_to_xtra
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] __switch_to
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __next_timer_interrupt
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cb4f
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000195d6
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f9a4
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013838
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009ddb
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f778
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001c4c5
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000192b8
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000138e3
