# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 26161556673991
#
# Children      Self  Command          Shared Object        Symbol                                          
# ........  ........  ...............  ...................  ................................................
#
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] irqentry_exit_to_user_mode
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] sugov_update_single_freq
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] migrate_task_rq_fair
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] migration_cpu_stop
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] move_queued_task
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] set_task_cpu
     0.00%     0.00%  migration/14     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] mem_cgroup_iter
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] balance_stop
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] copy_page_from_iter_atomic
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] lru_gen_add_page
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] __pagevec_lru_add
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] lru_add_drain_per_cpu
     0.00%     0.00%  memtier_benchma  libc.so.6            [.] _IO_default_xsputn
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] collect_percpu_times
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] psi_avgs_work
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __ext4_journal_get_write_access
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]    [k] wq_worker_running
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __lock_task_sighand
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] enqueue_task
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] __lru_add_drain_all
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] __queue_work
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] insert_work
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] khugepaged
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] lru_add_drain_all
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] queue_work_on
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] try_to_wake_up
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] ttwu_do_activate
     0.00%     0.00%  khugepaged       [kernel.kallsyms]    [k] wake_up_process
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] update_rt_rq_load_avg
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] pipe_write
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] __x64_sys_write
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] ksys_write
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] new_sync_write
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] vfs_write
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]    [k] collect_percpu_times
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]    [k] psi_avgs_work
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] cpumask_next
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] rcu_dynticks_inc
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] multi_cpu_stop
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] page_counter_uncharge
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] free_pages_and_swap_cache
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] release_pages
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] tlb_finish_mmu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] isolate_lru_page
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] unmap_page_range
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] __x64_sys_execve
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] begin_new_exec
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] bprm_execve
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] do_execveat_common
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] exit_mmap
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] load_elf_binary
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] mmput
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] unmap_single_vma
     0.00%     0.00%  python3          [kernel.kallsyms]    [k] unmap_vmas
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] inc_deq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __handle_irq_event_percpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] handle_edge_irq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] handle_irq_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] xhci_irq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] xhci_msi_irq
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] kthread_should_stop
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] __pick_next_task_fair
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] pick_next_task_fair
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] set_next_entity
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] rcu_read_unlock_strict
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] cgroup_rstat_updated
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __mod_memcg_state.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] native_load_tls
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __ptep_modify_prot_start
     0.00%     0.00%  kworker/24:2-ev  [kernel.kallsyms]    [k] dequeue_task_fair
     0.00%     0.00%  kworker/24:2-ev  [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  kworker/24:2-ev  [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] perf_swevent_start
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] ip_rcv_finish_core.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __netif_receive_skb_list_core
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] ip_list_rcv
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] ip_sublist_rcv
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] netif_receive_skb_list_internal
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] dequeue_task
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] deactivate_task
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] __mod_timer
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] __update_load_avg_se
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] activate_task
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] attach_task
     0.00%     0.00%  migration/2      [kernel.kallsyms]    [k] enqueue_entity
     0.00%     0.00%  memtier_benchma  memtier_benchmark    [.] hdr_record_values
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] read_hpet
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] clocksource_watchdog
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] tasklet_clear_sched
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] tasklet_action
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] release_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] cpumask_any_but
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] apparmor_file_free_security
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] next_online_pgdat
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] update_rq_clock
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __fdget_pos
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] irq_enter_rcu
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] pfn_pte
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] vma_set_page_prot
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __next_timer_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] update_vsyscall
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] set_task_cpu
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] migrate_swap_stop
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] multi_cpu_stop
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/25     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] get_swap_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] fd_install
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] update_batch_size
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] psi_group_change
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] psi_task_switch
     0.00%     0.00%  migration/7      [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] inode_permission
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] uncharge_page
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] blk_mq_put_tag
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] blk_mq_free_request
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] rcu_read_unlock_strict
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __mnt_want_write_file
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __irqentry_text_start
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] copy_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] native_send_call_func_single_ipi
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] psi_group_change
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] enqueue_task
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] migration_cpu_stop
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] move_queued_task
     0.00%     0.00%  migration/3      [kernel.kallsyms]    [k] psi_task_change
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] total_mapcount.part.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] total_mapcount
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] update_rq_clock
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] enqueue_task
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] migration_cpu_stop
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] move_queued_task
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/4      [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] iterate_groups
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] new_slab
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] xas_alloc
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] inc_node_page_state
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] _find_first_bit
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] link_path_walk.part.0
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __do_sys_newfstatat
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __x64_sys_newfstatat
